day_of_week,shift,peak_period,staff_count,order_volume,avg_items_per_order,avg_pick_distance_m,automation_utilization_pct,absenteeism_pct,equipment_downtime_min,new_hire_share_pct,throughput_units_per_hour
Sunday,Evening,0,49,475,2.31,19.9,61.3,7.5,4.0,18.2,115.6
Friday,Day,0,20,572,3.29,18.7,71.0,5.3,9.6,6.2,84.9
Monday,Night,0,34,406,3.57,29.5,67.2,4.7,22.2,10.5,82.2
Monday,Day,0,35,498,3.02,17.2,80.7,5.2,8.5,16.4,101.2
Friday,Evening,0,19,386,3.03,19.5,60.0,3.0,11.8,18.0,65.7
Friday,Night,1,44,878,2.1,20.6,75.5,1.1,5.1,1.9,142.2
Monday,Evening,1,53,588,3.38,24.1,78.3,6.1,4.7,14.2,112.5
Saturday,Night,0,38,484,3.78,20.8,77.6,3.6,2.0,6.3,104.3
Saturday,Day,0,33,564,2.98,14.1,82.0,3.6,7.9,18.4,106.9
Thursday,Night,0,42,391,2.47,29.0,74.7,4.9,14.9,25.0,85.2
Thursday,Evening,0,31,456,2.71,19.6,71.3,5.4,11.3,0.0,83.1
Monday,Evening,0,31,435,2.57,34.1,90.4,5.2,4.7,7.4,92.0
Saturday,Day,1,46,603,2.6,23.8,76.8,10.4,5.5,13.8,126.1
Wednesday,Day,0,40,512,3.16,29.6,92.2,7.2,22.4,12.0,102.3
Sunday,Evening,0,28,298,2.95,25.8,74.7,11.5,10.3,18.6,77.3
Wednesday,Day,1,33,817,3.35,29.9,79.8,3.9,12.8,12.6,90.2
Friday,Evening,0,49,555,3.0,25.4,76.6,7.6,14.0,8.3,109.8
Tuesday,Night,0,38,481,2.32,23.4,80.3,4.0,4.9,4.9,102.3
Tuesday,Night,0,20,255,2.52,28.6,73.8,3.5,4.4,3.7,65.7
Saturday,Day,0,50,435,2.49,36.9,79.0,11.6,4.8,6.8,114.3
Thursday,Night,1,46,742,2.7,20.4,95.3,2.9,4.3,8.0,126.3
Thursday,Day,0,28,869,3.79,26.8,88.5,0.0,19.3,14.7,87.2
Sunday,Evening,0,54,568,3.88,22.0,88.6,3.1,6.1,10.9,132.2
Sunday,Night,0,54,529,3.26,25.0,64.6,0.0,17.4,7.4,104.7
Saturday,Day,1,55,740,2.87,22.3,68.2,2.3,6.3,4.9,147.3
Tuesday,Day,0,32,384,2.05,9.1,80.2,2.6,6.6,7.1,100.9
Friday,Day,0,53,595,2.92,20.8,85.7,5.3,0.9,8.1,143.5
Sunday,Evening,0,48,350,2.37,28.0,72.8,0.0,4.5,6.8,113.6
Wednesday,Night,1,51,490,3.7,17.4,73.0,8.8,19.7,16.7,101.2
Monday,Day,0,38,334,1.92,27.5,91.9,0.0,19.1,21.6,97.6
Saturday,Day,0,28,603,3.01,23.1,84.9,4.8,4.4,3.8,107.8
Thursday,Evening,1,26,630,2.32,20.9,90.6,4.2,0.5,19.8,108.8
Friday,Day,0,54,510,2.79,27.4,73.6,7.7,2.9,16.9,130.9
Sunday,Evening,0,37,454,3.17,26.1,72.8,6.3,4.4,13.3,86.0
Friday,Night,0,53,348,3.36,24.5,87.5,8.8,4.4,22.7,97.7
Thursday,Evening,0,39,391,2.77,28.1,75.4,4.1,4.4,10.8,105.6
Wednesday,Night,0,38,366,3.22,23.2,71.9,3.8,7.2,14.8,92.5
Wednesday,Evening,0,20,316,2.44,12.1,68.9,6.4,2.6,12.9,85.9
Monday,Night,0,33,362,2.94,19.7,72.9,8.3,6.4,12.3,80.4
Saturday,Day,0,39,407,3.35,11.2,86.8,7.7,8.9,15.2,98.6
Saturday,Day,0,22,565,2.98,25.9,62.9,6.2,4.7,12.3,80.3
Wednesday,Evening,1,24,693,2.51,27.4,86.3,5.9,7.5,15.3,97.6
Wednesday,Day,0,40,347,2.65,27.7,70.9,5.1,22.0,7.3,95.4
Sunday,Night,0,27,402,3.36,24.9,75.9,6.4,11.7,7.5,74.2
Monday,Evening,0,44,611,2.2,27.8,76.5,11.3,10.5,7.3,107.0
Thursday,Night,0,35,337,2.28,12.5,75.8,4.5,5.1,9.4,96.4
Thursday,Day,0,33,516,3.13,21.4,75.1,4.1,4.3,19.1,101.7
Friday,Evening,0,22,490,2.56,13.5,73.6,3.9,6.7,8.8,85.9
Tuesday,Evening,0,33,549,2.0,19.9,72.3,6.4,10.3,16.6,90.0
Friday,Day,0,38,528,3.54,31.7,91.2,0.0,8.4,13.9,117.6
Wednesday,Evening,0,39,409,2.2,28.6,78.3,4.8,7.8,8.9,107.6
Friday,Evening,1,28,666,2.69,26.0,78.7,7.8,13.1,21.2,86.6
Monday,Night,1,19,598,2.46,20.9,73.6,3.6,9.9,17.2,81.2
Thursday,Evening,0,53,446,2.64,16.0,73.9,5.8,12.5,12.0,120.0
Thursday,Day,0,54,350,2.31,23.1,71.6,11.5,3.1,11.4,105.9
Tuesday,Evening,0,52,563,3.19,28.7,85.7,6.2,2.2,12.7,125.8
Monday,Evening,0,29,536,2.86,24.5,70.5,0.0,20.7,1.3,87.2
Tuesday,Day,1,40,546,3.34,12.5,57.5,1.0,0.4,6.2,111.7
Wednesday,Day,1,23,621,2.46,22.6,80.6,4.4,2.4,15.2,119.8
Monday,Day,0,52,434,3.97,10.5,75.2,2.8,5.1,0.9,123.6
Sunday,Day,1,18,545,1.75,26.8,74.1,5.5,17.2,6.8,94.6
Wednesday,Evening,0,35,273,1.93,17.8,87.1,4.3,2.1,9.3,92.0
Saturday,Day,1,50,626,3.76,14.7,52.7,8.7,1.0,32.3,132.2
Sunday,Evening,0,45,421,3.06,26.9,93.8,1.9,3.3,16.7,130.9
Monday,Day,0,50,318,2.99,25.4,88.5,4.6,4.6,19.7,102.1
Friday,Evening,0,36,497,3.04,23.4,71.7,5.9,7.5,6.4,96.3
Sunday,Day,1,21,765,3.11,35.2,75.5,6.2,10.6,14.5,102.6
Friday,Night,0,18,535,2.96,25.8,83.0,5.6,13.5,0.0,72.3
Thursday,Day,0,23,463,2.27,18.1,83.3,0.0,1.6,9.7,106.0
Thursday,Evening,0,20,280,3.25,25.1,71.7,5.4,0.4,15.5,55.0
Monday,Day,0,35,523,3.16,20.3,61.8,4.7,7.3,2.1,96.3
Thursday,Day,1,19,669,3.59,29.6,99.0,7.8,2.0,14.8,102.9
Sunday,Evening,0,25,495,3.77,23.7,87.6,7.4,4.1,15.3,84.4
Sunday,Night,0,33,614,2.98,24.3,79.6,5.9,5.3,7.8,99.5
Monday,Night,0,45,332,2.12,13.3,79.8,6.1,4.4,6.2,95.0
Friday,Day,0,43,227,3.77,22.4,84.2,9.3,0.8,7.0,103.9
Wednesday,Day,0,20,370,2.24,21.7,85.4,8.7,7.9,9.6,72.6
Sunday,Evening,0,52,501,2.99,15.9,57.1,6.0,26.1,9.8,115.8
Monday,Evening,0,38,438,2.66,20.7,74.5,11.6,6.4,15.6,88.1
Sunday,Day,0,31,360,2.56,24.6,73.5,3.3,29.0,8.3,88.5
Saturday,Evening,0,32,355,3.22,22.0,76.4,1.6,0.4,23.2,97.9
Monday,Evening,0,50,401,2.93,13.5,85.7,5.2,3.2,23.2,109.0
Monday,Evening,0,35,317,3.08,20.4,60.1,4.1,23.2,13.7,68.4
Saturday,Day,1,27,739,2.35,19.2,66.5,0.0,3.1,9.6,113.9
Tuesday,Day,1,34,606,2.7,23.2,73.2,3.2,8.3,8.3,110.9
Thursday,Day,0,20,415,2.38,22.5,79.5,6.2,6.5,14.2,73.7
Sunday,Evening,0,23,383,2.69,19.5,86.3,5.0,5.2,15.4,91.2
Friday,Day,1,29,705,2.73,19.3,96.3,2.9,13.6,10.6,112.0
Wednesday,Evening,0,26,454,3.81,22.4,75.1,5.3,6.7,9.2,81.4
Thursday,Evening,0,31,474,2.66,27.8,86.3,5.6,11.8,14.5,98.4
Monday,Evening,0,20,452,1.63,23.7,85.1,7.3,23.6,12.5,78.4
Sunday,Day,0,41,468,3.57,30.5,83.4,3.3,13.9,8.0,102.0
Wednesday,Day,0,22,372,3.05,28.8,77.8,7.8,2.4,12.8,86.8
Tuesday,Evening,0,26,376,2.73,31.0,74.0,1.9,33.3,7.8,70.1
Wednesday,Evening,0,55,413,2.56,30.2,67.3,3.7,10.4,6.7,106.7
Sunday,Night,1,18,806,2.28,31.4,68.7,10.3,5.6,12.0,78.1
Monday,Day,0,28,327,3.87,15.1,81.5,2.1,2.0,8.0,101.4
Sunday,Night,0,37,390,2.83,25.9,77.5,3.2,7.1,6.9,100.9
Friday,Day,0,29,509,1.84,29.3,73.8,1.4,3.4,19.3,89.3
Saturday,Day,0,30,481,2.98,30.4,84.6,2.7,1.5,9.3,97.9
Sunday,Day,0,22,577,3.46,17.4,76.0,5.6,2.2,24.9,99.4
Saturday,Evening,0,34,461,2.89,25.9,68.9,7.3,1.2,16.4,85.5
Sunday,Day,0,46,453,2.3,22.5,75.3,5.1,4.9,6.3,127.6
Monday,Day,0,40,532,2.25,33.1,86.2,4.2,6.1,20.1,126.2
Saturday,Evening,1,53,842,2.3,13.7,69.8,1.5,9.3,7.0,144.5
Thursday,Evening,0,44,589,3.64,17.4,80.1,3.0,10.1,25.8,103.1
Thursday,Day,1,48,642,2.76,11.1,79.4,0.6,4.2,13.6,143.7
Sunday,Day,0,34,470,1.88,22.9,70.4,7.4,4.7,15.8,111.4
Sunday,Evening,0,41,459,3.01,35.6,75.1,7.6,8.0,12.2,97.6
Friday,Day,0,39,514,2.88,21.7,62.3,5.1,2.3,13.9,109.9
Thursday,Day,0,48,395,2.55,22.6,79.1,6.5,11.5,10.4,105.5
Thursday,Evening,0,37,544,2.24,25.3,64.4,7.8,5.1,5.5,95.5
Wednesday,Day,0,33,490,2.21,21.3,88.7,5.5,13.0,14.4,110.6
Wednesday,Evening,0,20,446,3.4,24.2,77.1,9.4,7.4,19.2,64.4
Wednesday,Day,0,50,349,2.94,24.4,72.3,2.1,5.6,3.7,96.4
Monday,Day,1,34,641,3.06,16.9,91.6,4.2,15.8,22.8,111.9
Monday,Day,0,48,275,2.93,21.4,67.7,3.8,1.4,16.2,108.7
Saturday,Day,0,43,455,2.98,26.5,70.5,7.1,9.0,8.9,114.9
Thursday,Day,1,18,602,2.54,27.6,61.7,0.9,20.7,8.8,96.1
Sunday,Day,1,42,682,2.69,29.8,93.1,9.5,7.6,25.0,123.9
Friday,Night,0,36,634,3.44,24.0,96.7,6.9,6.4,18.6,108.7
Monday,Night,0,27,464,3.58,24.1,61.3,10.5,13.2,20.0,63.2
Tuesday,Day,0,28,603,2.13,26.5,69.8,5.1,4.2,10.2,105.0
Tuesday,Evening,0,42,506,2.69,18.4,78.7,3.5,5.3,15.9,110.1
Sunday,Evening,0,21,562,3.26,18.2,72.8,7.2,2.0,14.4,91.3
Tuesday,Night,0,41,596,3.84,21.3,77.7,8.3,3.9,10.8,97.0
Thursday,Day,0,50,405,3.78,14.3,76.8,3.1,10.9,12.8,129.5
Sunday,Day,0,21,399,2.36,24.4,82.1,0.0,5.4,19.8,73.4
Sunday,Day,1,18,719,3.5,28.3,70.4,0.0,2.9,23.2,100.3
Tuesday,Day,1,20,645,2.83,17.7,81.9,6.0,16.3,10.2,99.5
Monday,Day,0,45,476,3.37,24.6,66.8,9.8,14.7,2.8,104.0
Tuesday,Night,0,50,396,3.23,18.2,73.9,1.3,3.2,23.5,97.7
Monday,Night,0,55,353,2.1,15.9,60.6,4.4,14.6,23.6,88.1
Tuesday,Day,0,19,619,3.1,34.3,74.0,4.2,10.7,14.8,87.1
Friday,Evening,0,36,376,3.35,16.0,72.3,11.0,8.0,24.5,92.8
Sunday,Day,0,19,540,2.79,14.3,87.4,12.0,21.6,14.3,84.4
Thursday,Evening,0,32,505,2.66,23.3,77.4,6.5,8.9,5.6,101.9
Friday,Evening,0,29,330,1.94,23.6,79.2,7.9,3.5,2.8,85.8
Tuesday,Day,0,41,386,3.18,26.0,77.8,7.8,4.9,2.7,106.3
Saturday,Night,0,52,402,2.91,34.0,56.7,1.4,1.3,12.0,114.2
Friday,Night,0,48,509,2.29,17.3,58.0,7.3,10.4,8.7,101.2
Sunday,Evening,0,20,420,2.62,18.5,74.8,2.1,21.4,7.9,85.7
Sunday,Evening,0,27,447,2.88,31.7,80.8,4.7,9.0,11.3,74.3
Wednesday,Evening,1,28,492,2.49,27.6,77.7,8.6,8.0,18.0,84.4
Monday,Day,0,27,676,2.8,26.8,69.4,5.4,12.9,8.2,99.7
Tuesday,Day,0,31,472,1.84,18.5,75.6,8.5,11.4,7.0,113.1
Thursday,Evening,0,41,502,3.54,28.8,74.7,9.1,16.6,8.6,91.4
Sunday,Day,0,46,424,2.81,26.8,85.8,0.0,6.7,18.4,111.9
Wednesday,Night,0,53,363,2.2,23.1,85.2,0.0,9.7,11.5,129.5
Saturday,Day,0,44,692,1.45,18.5,72.5,8.7,6.4,14.0,126.8
Thursday,Day,0,29,293,3.37,22.6,77.5,8.8,2.0,22.9,85.4
Tuesday,Day,0,24,491,3.11,31.9,80.8,6.0,2.4,31.9,80.8
Wednesday,Night,1,32,490,2.92,15.4,84.2,6.4,3.8,16.5,100.5
Friday,Day,1,48,642,3.28,17.2,96.5,7.9,1.9,15.8,134.5
Friday,Day,0,55,439,3.27,18.2,77.7,7.8,7.8,3.7,140.5
Thursday,Day,0,32,381,2.91,19.5,89.7,4.3,13.6,14.6,104.5
Tuesday,Evening,0,24,448,2.66,21.9,66.4,8.1,4.2,12.4,92.7
Saturday,Night,0,18,221,2.57,27.8,71.6,4.2,1.0,18.2,55.6
Tuesday,Day,0,20,435,3.03,24.8,56.6,5.9,3.4,9.3,62.3
Sunday,Night,0,42,421,3.57,22.4,79.5,5.8,5.4,13.4,96.5
Tuesday,Day,0,40,336,2.74,23.7,84.5,2.6,12.9,16.2,119.5
Monday,Evening,0,42,579,3.61,25.7,52.4,3.0,7.2,25.3,92.8
Thursday,Day,0,18,419,3.01,11.9,79.9,11.9,7.2,22.9,83.5
Thursday,Evening,0,34,432,3.01,28.4,84.0,2.5,10.0,20.9,83.5
Thursday,Evening,0,24,399,4.12,17.0,83.5,6.3,14.4,17.1,67.0
Thursday,Evening,0,30,447,3.71,19.3,66.0,6.9,20.8,9.0,74.1
Sunday,Day,0,41,599,3.72,24.0,85.7,5.0,4.2,17.1,134.5
Thursday,Night,0,28,665,2.36,21.5,78.1,7.2,6.7,6.6,105.1
Thursday,Night,1,43,681,4.01,24.9,85.9,6.2,4.2,10.6,99.4
Thursday,Evening,0,28,558,2.75,22.9,76.7,2.6,9.6,24.4,95.9
Monday,Evening,1,37,778,2.67,20.3,83.8,6.8,1.0,15.8,110.7
Friday,Evening,0,35,504,1.61,31.2,89.1,3.6,24.9,13.6,89.6
Tuesday,Day,0,32,614,2.98,26.2,76.0,10.4,10.4,14.5,100.6
Friday,Night,0,22,530,2.2,23.8,80.8,6.5,9.2,11.3,92.2
Monday,Day,0,39,469,3.02,26.2,90.5,3.1,3.5,0.0,127.3
Sunday,Evening,0,55,488,2.16,17.8,76.7,6.2,4.8,3.1,134.4
Thursday,Day,0,42,302,3.79,35.0,66.7,2.4,1.9,16.3,94.9
Sunday,Day,0,46,503,3.1,15.5,84.8,6.0,3.3,5.6,138.2
Thursday,Evening,0,48,308,4.05,22.7,92.3,4.5,14.4,11.2,88.5
Monday,Evening,1,19,461,2.24,20.3,92.9,2.7,1.3,3.4,114.1
Saturday,Night,1,48,663,3.65,20.1,87.1,2.7,28.5,7.0,111.0
Friday,Night,0,27,349,1.81,19.3,54.6,12.5,16.5,12.0,63.1
Saturday,Day,0,43,509,2.91,17.4,71.6,5.5,9.1,18.5,109.2
Thursday,Day,1,55,668,2.45,29.1,74.2,3.9,3.1,19.9,129.8
Friday,Day,0,51,517,2.55,14.8,78.4,3.4,11.9,6.9,131.7
Saturday,Evening,0,33,404,2.52,27.9,94.9,6.6,11.0,14.1,97.5
Friday,Evening,0,49,565,2.3,25.9,67.2,3.3,4.1,2.0,121.1
Wednesday,Night,0,41,417,2.11,19.7,99.0,1.9,10.3,12.4,108.1
Friday,Evening,0,23,522,2.56,25.2,74.2,5.1,5.4,18.7,95.7
Friday,Day,0,27,386,2.86,21.1,70.3,5.1,0.9,11.5,106.8
Sunday,Evening,0,54,438,3.44,15.4,86.5,3.9,2.0,21.2,135.2
Wednesday,Evening,0,52,554,2.96,15.5,87.2,2.5,16.1,17.9,124.7
Thursday,Evening,0,51,547,3.44,25.9,84.5,4.0,4.7,13.7,108.5
Saturday,Day,0,32,434,1.99,25.6,70.3,3.8,3.7,10.3,107.8
Thursday,Day,0,30,423,2.56,23.5,83.0,3.4,7.8,8.3,104.1
Saturday,Day,1,48,596,3.19,19.7,69.7,6.0,0.5,1.8,140.7
Thursday,Day,1,18,593,2.99,20.9,72.0,11.9,7.1,2.9,80.6
Tuesday,Evening,0,52,312,2.33,20.0,77.1,9.2,8.2,19.0,111.3
Saturday,Day,0,40,497,3.31,11.5,69.8,11.0,11.6,22.6,113.1
Monday,Evening,0,42,495,2.51,22.4,88.5,3.5,2.5,4.4,111.5
Tuesday,Evening,0,34,370,2.37,25.1,72.2,10.2,4.1,12.5,92.0
Friday,Night,0,55,446,3.07,22.4,75.8,5.9,8.0,1.0,108.6
Saturday,Day,0,46,489,2.8,32.6,69.2,8.2,2.7,5.2,113.2
Sunday,Day,0,20,575,2.51,16.0,88.4,6.6,8.6,13.8,92.3
Tuesday,Day,0,37,407,2.49,18.0,71.3,4.2,7.7,8.4,101.0
Monday,Day,1,50,580,2.21,22.8,91.4,7.4,0.5,0.0,141.1
Sunday,Day,0,20,395,2.58,23.5,88.7,6.7,14.2,24.0,82.7
Tuesday,Evening,0,46,337,3.41,10.6,73.5,0.0,2.8,11.7,117.8
Tuesday,Day,0,27,515,2.93,25.6,78.3,4.8,7.2,4.3,105.9
Wednesday,Day,0,37,457,3.33,23.5,73.3,7.8,25.1,12.9,81.4
Thursday,Day,0,51,480,3.08,9.3,83.5,6.0,3.1,11.4,132.7
Sunday,Evening,0,36,576,2.46,21.3,76.1,6.6,10.1,15.0,96.6
Saturday,Night,0,19,592,1.89,17.1,73.8,2.9,29.6,9.6,76.1
Friday,Evening,0,18,324,2.29,19.3,78.5,6.0,11.3,14.2,70.1
Tuesday,Evening,0,45,507,2.43,14.0,62.2,4.9,16.4,18.6,95.8
Wednesday,Evening,0,53,471,2.39,24.5,77.2,4.6,2.2,2.8,129.5
Thursday,Evening,0,29,411,3.34,32.6,84.5,3.2,20.7,7.1,77.2
Tuesday,Day,0,53,496,3.33,23.6,79.4,7.9,0.9,17.9,123.6
Tuesday,Evening,0,35,281,4.02,9.0,87.5,6.2,10.7,8.1,98.9
Wednesday,Evening,0,20,589,2.38,23.7,74.2,5.9,7.0,11.4,83.1
Monday,Day,0,38,504,3.68,20.8,73.4,11.4,5.3,8.7,106.7
Thursday,Evening,0,55,373,3.68,15.4,66.8,6.6,4.5,9.1,122.7
Friday,Evening,0,27,424,2.67,24.1,73.9,8.8,11.5,8.5,89.8
Monday,Evening,0,54,273,3.06,27.3,97.7,6.0,3.5,3.2,115.9
Thursday,Day,1,42,625,3.48,18.0,82.8,4.1,4.7,15.2,118.8
Saturday,Evening,0,33,444,2.77,12.1,72.1,2.0,10.7,19.4,92.1
Saturday,Night,1,44,519,2.72,9.9,69.9,5.9,16.0,10.8,98.1
Saturday,Day,0,33,584,2.45,18.0,62.0,0.0,6.3,18.6,114.9
Thursday,Day,0,21,596,1.5,21.1,69.7,6.0,21.3,8.6,93.3
Saturday,Day,1,51,687,2.84,18.9,87.6,6.1,8.1,8.1,144.1
Tuesday,Day,0,32,436,2.41,17.9,73.7,4.5,7.5,14.9,88.3
Wednesday,Night,0,39,466,2.21,25.4,68.4,4.9,40.4,15.0,70.5
Tuesday,Evening,1,46,623,3.03,24.8,71.5,1.4,9.6,11.2,131.1
Thursday,Day,0,21,372,2.0,23.2,84.5,9.4,27.0,16.7,73.8
Wednesday,Day,0,45,408,3.24,26.9,77.2,4.2,38.0,3.0,97.1
Tuesday,Night,0,31,392,3.07,18.1,71.7,2.3,2.3,9.9,113.1
Saturday,Day,0,38,534,2.58,15.4,74.9,6.8,3.4,18.8,116.6
Wednesday,Evening,0,35,451,2.77,18.9,99.0,5.5,1.2,18.7,91.4
Tuesday,Day,0,47,485,2.15,18.5,90.2,4.1,12.1,17.9,114.0
Monday,Day,1,25,490,3.21,9.7,94.7,3.8,12.3,19.1,105.0
Thursday,Evening,0,22,518,2.9,18.7,60.5,5.2,4.2,9.4,82.6
Wednesday,Day,0,33,470,2.94,28.6,76.5,9.2,0.4,0.1,99.6
Wednesday,Evening,0,22,693,3.08,26.8,71.6,6.6,9.9,10.2,83.7
Tuesday,Day,0,27,428,2.45,25.2,83.4,5.1,1.3,16.5,90.0
Saturday,Evening,1,42,701,1.96,22.8,90.6,7.8,5.9,17.6,130.8
Sunday,Evening,0,49,724,3.33,30.7,81.3,5.3,12.7,8.3,130.4
Thursday,Evening,0,44,473,3.18,15.6,69.3,6.4,8.0,5.2,119.7
Friday,Day,1,30,674,2.51,16.2,73.4,5.7,15.9,5.9,122.2
Sunday,Evening,1,48,541,3.03,28.7,86.2,7.0,5.6,8.2,117.0
Sunday,Night,1,33,755,3.49,22.2,87.2,3.9,3.6,0.0,115.4
Friday,Day,0,24,390,3.43,18.0,79.4,1.8,3.0,8.3,89.8
Sunday,Day,0,46,516,2.49,25.3,79.3,7.9,12.4,12.3,120.1
Sunday,Night,0,37,385,1.98,19.4,78.5,9.7,6.6,11.3,94.1
Saturday,Day,0,32,492,2.08,17.0,80.7,1.9,3.4,9.7,113.7
Thursday,Evening,1,43,500,2.63,16.8,87.2,5.7,9.6,7.2,130.0
Monday,Evening,0,45,563,3.6,23.9,84.3,3.9,1.1,8.0,119.7
Monday,Day,0,26,429,2.4,23.2,78.2,7.9,7.4,8.1,91.1
Thursday,Evening,1,22,520,2.47,31.1,79.5,5.9,8.8,16.9,88.2
Thursday,Evening,1,37,754,2.46,20.3,79.1,15.2,9.8,12.0,112.0
Wednesday,Day,0,19,422,2.51,20.2,70.2,4.3,21.4,34.2,71.2
Friday,Night,1,42,667,2.79,30.6,72.1,9.8,5.3,9.7,119.0
Thursday,Day,0,34,555,2.1,27.9,83.4,10.1,8.9,15.1,92.9
Saturday,Day,0,26,555,3.4,22.9,70.9,6.8,10.1,9.8,94.6
Monday,Night,0,40,201,2.72,12.6,86.1,5.3,6.6,9.7,91.3
Tuesday,Day,1,32,711,4.16,17.1,79.5,5.5,2.0,22.9,108.4
Saturday,Night,1,32,635,2.15,15.7,88.2,5.2,13.3,19.0,114.8
Saturday,Day,0,26,479,3.67,22.2,84.4,8.6,0.4,0.0,109.4
Sunday,Evening,0,43,445,3.57,18.9,86.4,2.6,2.2,4.8,113.1
Sunday,Day,0,52,322,2.57,31.6,73.2,4.7,5.2,11.0,126.9
Sunday,Evening,0,41,473,2.58,12.6,82.1,4.4,2.2,8.4,108.5
Wednesday,Evening,1,26,500,2.29,15.0,87.4,0.0,7.4,1.4,114.0
Wednesday,Night,0,49,398,2.3,23.5,62.5,7.8,17.0,12.8,85.2
Tuesday,Night,0,22,435,2.8,25.1,95.0,8.4,27.7,0.0,64.4
Friday,Evening,0,29,582,2.81,8.0,99.0,3.3,6.7,12.9,113.0
Sunday,Evening,0,19,377,1.92,11.6,87.5,8.3,9.5,17.1,80.2
Wednesday,Evening,0,50,588,4.06,20.4,86.1,0.4,7.3,18.1,100.9
Thursday,Night,1,19,700,2.66,30.1,85.9,5.3,6.4,11.0,94.3
Wednesday,Evening,0,38,409,2.84,33.3,74.8,4.8,6.5,22.6,95.2
Tuesday,Night,0,25,315,2.46,19.5,76.9,5.5,24.2,14.3,62.1
Tuesday,Day,0,26,328,2.65,21.0,87.6,5.4,0.6,17.9,89.7
Monday,Evening,1,41,641,2.6,17.0,70.3,5.0,14.2,6.8,113.2
Sunday,Evening,1,48,565,2.8,25.8,69.4,4.0,3.1,22.7,108.1
Wednesday,Day,0,18,584,2.79,31.2,74.0,4.9,5.7,12.0,71.8
Saturday,Day,0,24,445,3.24,29.5,84.6,9.3,2.0,23.0,91.8
Friday,Night,1,28,549,2.92,21.8,71.3,3.5,1.9,21.5,100.6
Tuesday,Day,0,53,487,3.19,17.0,75.7,12.0,15.9,13.8,116.9
Tuesday,Day,0,20,400,2.79,22.0,76.9,3.3,3.8,14.8,87.0
Saturday,Day,0,24,511,2.93,30.3,67.9,5.9,7.1,10.7,93.3
Tuesday,Day,0,33,559,2.67,19.6,53.6,6.9,10.5,6.3,101.3
Sunday,Evening,1,30,646,3.35,11.1,69.7,4.3,21.3,16.2,93.3
Tuesday,Night,1,19,611,2.98,19.8,82.6,9.3,1.9,15.8,88.9
Friday,Night,0,38,474,2.71,20.3,82.9,6.8,22.4,0.7,89.8
Saturday,Evening,0,41,329,2.7,11.1,82.9,4.6,8.7,11.4,104.5
Tuesday,Evening,1,24,662,2.74,23.4,86.1,9.3,8.3,18.1,104.8
Tuesday,Day,1,44,660,2.82,25.0,73.7,2.2,5.3,22.3,137.1
Sunday,Night,0,20,515,2.77,33.2,69.6,3.5,4.6,17.1,57.2
Tuesday,Day,0,45,523,2.49,14.0,81.8,6.9,1.1,1.4,126.9
Thursday,Day,0,27,456,3.22,26.4,75.9,7.6,18.0,4.6,79.7
Thursday,Night,1,26,708,3.26,27.8,89.1,6.2,1.8,9.6,108.8
Tuesday,Night,0,25,392,3.78,25.1,81.8,4.8,4.1,21.8,61.7
Saturday,Day,0,51,533,2.47,16.0,90.8,4.4,16.0,7.8,110.5
Saturday,Evening,0,37,460,3.17,15.6,73.3,8.6,6.3,19.4,103.6
Wednesday,Evening,0,44,494,1.75,22.6,88.7,5.9,2.3,7.6,128.4
Saturday,Day,0,25,474,3.26,22.5,98.3,2.6,13.5,15.7,84.0
Tuesday,Day,0,20,622,2.0,18.6,78.5,2.4,4.6,5.4,103.7
Monday,Day,0,19,647,2.26,29.7,83.0,9.7,4.0,10.6,105.0
Friday,Evening,0,34,563,2.98,19.6,68.7,3.0,1.8,4.1,98.0
Sunday,Day,0,30,621,2.46,10.6,86.9,6.0,4.3,22.1,116.7
Monday,Evening,1,47,469,2.38,20.7,91.3,9.3,5.2,7.1,126.4
Tuesday,Day,0,47,330,2.53,24.9,73.1,6.8,10.3,1.2,96.1
Thursday,Night,0,29,399,3.2,24.1,83.9,2.9,3.4,0.6,85.3
Saturday,Evening,0,34,494,2.29,24.0,80.8,2.2,18.4,11.4,86.4
Monday,Night,0,32,391,2.77,31.0,81.9,10.8,16.3,8.8,72.2
Wednesday,Day,0,43,314,2.59,15.3,86.1,2.1,16.3,16.5,99.9
Saturday,Evening,0,41,599,3.25,19.5,83.2,3.5,8.2,10.4,118.9
Wednesday,Night,1,42,810,3.27,31.3,78.6,6.3,12.8,20.2,107.6
Tuesday,Day,1,20,767,1.79,10.2,88.3,4.5,11.9,9.3,121.7
Tuesday,Day,0,30,568,3.37,21.7,89.1,6.9,15.0,19.2,113.6
Wednesday,Day,1,54,671,2.46,29.4,74.5,0.8,16.1,5.3,137.8
Thursday,Day,0,30,395,2.93,29.3,78.0,4.6,12.3,1.5,87.5
Sunday,Day,0,24,482,2.28,26.0,60.3,7.2,12.5,6.2,81.4
Friday,Day,1,25,880,3.0,26.1,85.8,7.2,11.7,4.1,96.8
Friday,Day,0,19,467,4.2,15.8,90.2,3.5,12.5,3.3,90.0
Sunday,Evening,0,47,412,2.87,30.2,75.4,2.1,7.5,14.9,104.5
Wednesday,Day,0,18,575,2.55,14.8,79.3,5.8,4.1,10.1,99.4
Wednesday,Day,0,40,582,2.67,15.2,75.8,1.3,2.4,13.0,116.3
Sunday,Evening,1,33,554,1.99,24.3,76.2,9.1,1.8,15.7,104.7
Tuesday,Day,0,21,440,3.6,19.0,80.3,5.7,2.6,0.2,93.2
